NO;0,122952463040966
NO;0,114105494083165
NO;0,0904845783452894
NO;0,0904903615148279
NO;0,017965186536794
NO;0,090466637254314
NO;0,0910067174282903
NO;0,0908490064630012
NO;0,090749188835756
NO;0,0181568482642983
NO;0,0942602800924871
NO;0,0995857789254167
NO;0,108259435734124
NO;0,108853129277201
NO;0,162031907361481
NO;0,107189130706415
NO;0,0876431030667638
YES;0,31209210602448
NO;0,103645290882213
NO;0,0904121863642813
NO;0,104754889415895
NO;0,0936193601051792
NO;0,113314502236776
NO;0,00698712032020386
NO;0,0906302787464997
NO;0,090653037172725
NO;0,100136011677701
YES;2,63687196789195E-05
NO;9,01750693805302E-05
NO;0,00996829494048469
NO;0,0914376280935111
NO;0,0432426093836142
NO;0,0904385908021149
NO;2,16102991026727E-05
NO;0,109143769119441
NO;0,0910370331771962
NO;0,161282447665024
NO;0,0906547516034118
NO;0,099420828713178
NO;0,10700133233021
NO;0,0957635932366802
YES;0,121546106438419
NO;0,0954701392320301
NO;0,0995700986939599
NO;0,12880465288924
NO;0,0194606579255326
NO;0,090447316799628
NO;0,105844761020545
NO;0,057976883815291
NO;0,0924064208859
NO;0,000256478660639421
NO;0,0913912662060824
NO;0,0897373305058984
NO;0,0887062546893689
NO;0,0923920875561657
YES;0,0905334428634971
NO;0,137947235217247
NO;0,0907187054854747
NO;0,0905126532425502
YES;0,0904384329946027
NO;0,00732363317902882
NO;0,0945975942863052
NO;0,0934454966911081
NO;0,0913987685233595
NO;0,097045080875548
NO;0,0904009298323211
NO;0,0916998123482509
NO;0,000852853654149586
YES;0,0904963946642211
NO;0,0948544108408354
NO;0,230219313610851
NO;0,0913705712630427
NO;0,0919338398376773
NO;0,0922716810063768
NO;0,0902775640394018
NO;0,000145814663496017
NO;0,0970432879213864
NO;0,0904044049261497
YES;0,574378308985355
NO;0,00803741241262544
NO;0,111583360112913
NO;0,0987984449889924
NO;0,0926714319659428
NO;0,0985463360693137
NO;0,095412904495136
NO;0,149168705078593
NO;0,00386997843284555
NO;0,102919977064567
NO;0,0929510129961633
YES;0,141212548268963
NO;0,0881083983281919
NO;0,0879282674844001
NO;0,090399446932524
NO;0,0164796903029914
NO;0,0693988188596723
NO;0,104630615174038
NO;0,0904500784744562
NO;0,12054122731597
NO;0,117466933864024
NO;0,192719096892508
YES;0,111714176576617
NO;0,0967205347190644
NO;0,079351216610133
NO;0,105029146756627
NO;0,203084908394398
NO;0,0395799735479955
NO;0,0940530923002019
NO;0,0858761090617238
YES;0,0962217213024653
NO;0,106934447573455
NO;0,117754567219456
NO;0,0904125912382952
NO;0,095192755250938
NO;0,0905366615074895
NO;0,0910021413664939
NO;0,00901183366757085
NO;0,145951013150097
NO;0,233196936048585
NO;0,0904328149322266
NO;0,0979096752299237
NO;0,101412257663447
NO;0,105626018226482
NO;0,0904003286083657
NO;0,1007176016844
NO;0,111058265642917
NO;0,0899924307107309
NO;0,209084853974484
NO;0,0904291466569983
NO;0,0872997202011879
NO;0,0119299621554087
NO;0,0909600436108804
NO;0,0926903881331725
NO;0,0901750563290979
YES;0,0867086718304197
NO;0,0904063774469101
NO;0,0228859813289281
NO;0,0191320519533817
NO;0,177148919497531
NO;0,0903420288280818
NO;0,0913389406458425
YES;0,10644188162186
NO;0,0904800311516443
NO;0,00200719438059349
NO;0,0905951914879329
NO;0,102511940100899
NO;0,0916009765475761
NO;0,0904945810423388
NO;0,103039636776915
NO;0,0928098114931458
